name,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,team,is_penalty_taker,is_starter,price,points,position,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,pred_points
אואן וינדאל,4,361,0,2,0.75,7.085,0.444,0.446,0.0,0.143,0.062,Owen Wijndal,הולנד,0,0,8,0,D,אוקראינה,2.4000000000000004,1.05,1.7000000000000002,0.6,0.345,1.9336126329358687,1.1231366142536245,"(1, 1)",0.0
סטפן דה פריי,4,360,0,0,0.8,6.9,0.444,0.444,0.0,0.0,0.0,Stefan de Vrij,הולנד,0,0,7,0,D,אוקראינה,2.4000000000000004,1.05,1.7000000000000002,0.6,0.345,1.9336126329358687,1.1231366142536245,"(1, 1)",0.0
אנדראס כריסטנסן,8,676,0,0,0.25,7.005,0.889,0.883,0.0,0.0,0.0,Andreas Christensen,דנמרק,0,1,7,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",6.0
דניאל ואס,8,700,0,0,0.9,7.26,0.889,0.914,0.0,0.0,0.0,Daniel Wass,דנמרק,0,1,7,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",6.0
יאניק וסטרגארד,2,196,0,0,0.0,7.06,0.222,0.256,0.0,0.0,0.0,Jannik Vestergaard,דנמרק,0,0,6,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",0.0
ינס סטרייגר לארסן,2,185,1,0,0.15,6.47,0.222,0.242,0.05,0.0,0.032,Jens Stryger Larsen,דנמרק,0,0,5,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",0.0
יואקים אנדרסן,1,128,0,0,0.0,6.94,0.111,0.167,0.0,0.0,0.0,Joachim Andersen,דנמרק,0,0,6,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",0.0
יואקים מהלה,3,340,1,0,0.75,6.785,0.333,0.444,0.05,0.0,0.032,Joakim Maehle,דנמרק,0,0,7,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",0.0
ניקולאי בוילסן,1,90,0,1,0.0,8.42,0.111,0.117,0.0,0.091,0.032,Nicolai Boilesen,דנמרק,0,0,4,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",0.0
סיימון קיאר,7,649,0,0,0.75,7.06,0.778,0.847,0.0,0.0,0.0,Simon Kjaer,דנמרק,0,1,7,0,D,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",6.0
בורנה בארישיץ',5,439,0,1,0.15,6.635,0.556,0.542,0.0,0.125,0.05,Borna Barisic,קרואטיה,0,0,8,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0
דיאן לוברן,7,630,1,0,0.45,6.955,0.778,0.778,0.083,0.0,0.05,Dejan Lovren,קרואטיה,0,1,7,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",3.53795338402094
דומאגוי בראדריץ',1,118,0,0,0.0,6.29,0.111,0.146,0.0,0.0,0.0,Domagoj Bradaric,קרואטיה,0,0,5,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0
דומאגוי וידה,4,393,0,0,0.5,6.325,0.444,0.485,0.0,0.0,0.0,Domagoj Vida,קרואטיה,0,0,7,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0
דוייה צ'אלטה-צאר,5,450,0,0,0.0,6.73,0.556,0.556,0.0,0.0,0.0,Duje Caleta-Car,קרואטיה,0,0,6,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0
יוסיפ יוראנוביץ',2,274,0,0,0.25,6.755,0.222,0.338,0.0,0.0,0.0,Josip Juranovic,קרואטיה,0,0,4,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0
מילה שקוריץ',1,90,0,0,0.0,6.34,0.111,0.111,0.0,0.0,0.0,Mile Skoric,קרואטיה,0,0,3,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0
שימה ורסאליקו,2,136,0,0,0.5,6.49,0.222,0.168,0.0,0.0,0.0,Sime Vrsaljko,קרואטיה,0,0,7,0,D,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0
קאן אייהאן,3,284,0,1,0.0,6.49,0.375,0.419,0.0,0.111,0.04,Kaan Ayhan,טורקיה,0,0,6,0,D,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",0.0
מריח דמיראל,5,450,0,0,0.6,6.64,0.625,0.664,0.0,0.0,0.0,Merih Demiral,טורקיה,0,1,6,0,D,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",3.0
מרט מולדר,3,270,0,0,0.0,6.96,0.375,0.398,0.0,0.0,0.0,Mert Müldür,טורקיה,0,0,5,0,D,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",0.0
אוזן קאבאק,5,480,0,0,0.15,6.55,0.625,0.708,0.0,0.0,0.0,Ozan Kabak,טורקיה,0,1,6,0,D,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",3.0
אומוט מראש,4,447,0,1,0.15,6.775,0.5,0.659,0.0,0.111,0.04,Umut Meras,טורקיה,0,1,5,0,D,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",3.2694197463233747
צ'לאר סויונג'ו,5,450,1,0,0.4,6.825,0.625,0.664,0.062,0.0,0.04,Çaglar Söyüncü,טורקיה,0,1,6,0,D,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",3.300973410307193
בצ'יר אומרגיץ',0,6,0,0,0.0,6.12,0.0,0.01,0.0,0.0,0.0,Becir Omeragic,שווייץ,0,0,4,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",0.0
פביאן שר,2,180,0,0,0.0,5.23,0.286,0.286,0.0,0.0,0.0,Fabian Schär,שווייץ,0,0,7,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",0.0
קווין אמבאבו,2,180,0,0,0.0,6.085,0.286,0.286,0.0,0.0,0.0,Kevin Mbabu,שווייץ,0,0,6,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",0.0
לוריס בניטו,2,176,0,0,0.7,6.57,0.286,0.279,0.0,0.0,0.0,Loris Benito,שווייץ,0,0,5,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",0.0
מנואל אקנג'י,5,450,0,0,0.4,6.71,0.714,0.714,0.0,0.0,0.0,Manuel Akanji,שווייץ,0,1,7,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",6.0
ניקו אלבדי,7,619,0,0,0.6,6.89,1.0,0.983,0.0,0.0,0.0,Nico Elvedi,שווייץ,0,1,7,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",6.0
ריקרדו רודריגס,7,604,0,1,0.7,7.125,1.0,0.959,0.0,0.125,0.056,Ricardo Rodríguez,שווייץ,1,1,7,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",8.402098744194047
סילבן ווידמר,4,331,1,0,1.15,6.835,0.571,0.525,0.1,0.0,0.056,Silvan Widmer,שווייץ,0,0,6,0,D,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",0.0
ברטוש ברשינסקי,6,528,0,1,0.15,6.65,0.75,0.702,0.0,0.077,0.038,Bartosz Bereszynski,פולין,0,1,7,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",6.415903975993999
יאן בדנארק,7,630,0,0,0.0,6.335,0.875,0.838,0.0,0.0,0.0,Jan Bednarek,פולין,0,1,7,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",6.0
קמיל גליק,8,752,1,0,0.65,6.805,1.0,1.0,0.077,0.0,0.038,Kamil Glik,פולין,0,1,7,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",6.831807951987997
קמיל פיאטקובסקי,1,90,0,0,0.0,7.06,0.125,0.12,0.0,0.0,0.0,Kamil Piatkowski,פולין,0,0,5,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",0.0
מאצ'יי ריבוס,3,256,0,2,0.25,6.96,0.375,0.34,0.0,0.154,0.077,Maciej Rybus,פולין,0,0,6,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",0.0
מיכל הליק,2,112,0,0,0.0,5.73,0.25,0.149,0.0,0.0,0.0,Michal Helik,פולין,0,0,6,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",0.0
פאבל דוידוביץ',0,31,0,0,0.0,6.42,0.0,0.041,0.0,0.0,0.0,Pawel Dawidowicz,פולין,0,0,5,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",0.0
תומאש קדזיורה,5,432,0,0,0.0,6.79,0.625,0.574,0.0,0.0,0.0,Tomasz Kedziora,פולין,0,1,6,0,D,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",6.0
אמיל קראפט,1,120,0,0,0.0,6.185,0.125,0.172,0.0,0.0,0.0,Emil Krafth,שבדיה,0,0,6,0,D,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",0.0
פיליפ הלנדר,3,294,0,0,0.25,6.74,0.375,0.421,0.0,0.0,0.0,Filip Helander,שבדיה,0,0,5,0,D,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",0.0
לודוויג אוגוסטינסון,4,353,1,0,0.5,6.755,0.5,0.506,0.111,0.0,0.067,Ludwig Augustinsson,שבדיה,0,0,7,0,D,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",0.0
מרכוס דניאלסון,2,180,1,0,1.0,6.79,0.25,0.258,0.111,0.0,0.067,Marcus Danielson,שבדיה,0,0,4,0,D,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",0.0
מרטין אולסון,0,2,0,0,0.0,6.01,0.0,0.003,0.0,0.0,0.0,Martin Olsson,שבדיה,0,0,5,0,D,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",0.0
פונטוס ינסון,4,360,0,0,0.3,6.03,0.5,0.516,0.0,0.0,0.0,Pontus Jansson,שבדיה,0,0,5,0,D,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",0.0
ויקטור לינדלוף,7,606,0,0,0.35,6.875,0.875,0.868,0.0,0.0,0.0,Victor Lindelöf,שבדיה,0,1,7,0,D,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",3.0
אלכסנדר דרגוביץ',6,546,1,0,0.35,6.67,0.667,0.686,0.071,0.0,0.04,Aleksandar Dragovic,אוסטריה,0,1,6,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",6.839748869236482
אנדראס אולמר,6,520,0,1,0.4,6.45,0.667,0.653,0.0,0.091,0.04,Andreas Ulmer,אוסטריה,0,1,6,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",6.538148923243098
כריסטופר טרימל,0,31,0,0,0.0,6.21,0.0,0.039,0.0,0.0,0.0,Christopher Trimmel,אוסטריה,0,0,4,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",0.0
מרקו פרידל,0,8,0,0,0.0,5.97,0.0,0.01,0.0,0.0,0.0,Marco Friedl,אוסטריה,0,0,4,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",0.0
מרטין הינטרגר,6,453,0,1,0.5,6.8,0.667,0.569,0.0,0.091,0.04,Martin Hinteregger,אוסטריה,0,1,6,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",6.538148923243098
פיליפ לינהרט,1,90,0,0,0.0,6.75,0.111,0.113,0.0,0.0,0.0,Philipp Lienhart,אוסטריה,0,0,5,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",0.0
שטפן ליינר,9,796,0,3,0.9,6.9,1.0,1.0,0.0,0.273,0.12,Stefan Lainer,אוסטריה,0,1,6,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",7.614446769729295
שטפן פוש,2,225,0,0,0.5,6.385,0.222,0.283,0.0,0.0,0.0,Stefan Posch,אוסטריה,0,0,5,0,D,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",0.0
אנדריי סמנוב,8,641,0,1,0.0,6.74,1.0,0.902,0.0,0.091,0.038,Andrey Semenov,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.2370768324992643
פדור קודריאשוב,6,540,0,0,0.0,6.41,0.75,0.759,0.0,0.0,0.0,Fedor Kudryashov,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.0
גיאורגי דז'יקיה,7,630,0,0,0.75,6.345,0.875,0.886,0.0,0.0,0.0,Georgi Dzhikiya,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.0
מריו פרננדס,5,450,3,0,1.1,7.305,0.625,0.633,0.2,0.0,0.115,Mario Fernandes,רוסיה,0,1,7,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",3.0420959670297325
ויאצ'יסלב קרבאייב,4,474,1,1,0.65,6.54,0.5,0.667,0.067,0.091,0.077,Vyacheslav Karavaev,רוסיה,0,1,5,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.5861789814542244
יורי ז'ירקוב,7,564,0,0,0.85,6.46,0.875,0.793,0.0,0.0,0.0,Yuri Zhirkov,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.0
אלש מאטייו,2,180,0,0,0.5,7.34,0.286,0.286,0.0,0.0,0.0,Ales Mateju,צ`כיה,0,0,3,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0
דויד זימה,0,5,0,0,0.0,5.96,0.0,0.008,0.0,0.0,0.0,David Zima,צ`כיה,0,0,4,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0
יאקוב ברבץ,2,180,0,0,0.0,7.54,0.286,0.286,0.0,0.0,0.0,Jakub Brabec,צ`כיה,0,0,4,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0
יאן בוז'יל,6,540,0,0,1.0,6.845,0.857,0.857,0.0,0.0,0.0,Jan Boril,צ`כיה,0,1,5,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",4.0
אונדרי צ'לוסטקה,6,465,0,0,0.85,6.535,0.857,0.738,0.0,0.0,0.0,Ondrej Celustka,צ`כיה,0,1,5,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",4.0
פאבל קדז'אבק,1,133,0,1,0.75,6.47,0.143,0.211,0.0,0.083,0.037,Pavel Kaderábek,צ`כיה,0,0,5,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0
תומאס קאלאס,3,270,0,0,0.7,7.03,0.429,0.429,0.0,0.0,0.0,Tomas Kalas,צ`כיה,0,0,5,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0
ולדימיר צופאל,7,627,1,1,0.55,6.975,1.0,0.995,0.067,0.083,0.074,Vladimir Coufal,צ`כיה,0,1,6,0,D,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",5.277609277430867
בן קבאנגו,0,1,0,0,0.0,6.0,0.0,0.001,0.0,0.0,0.0,Ben Cabango,וויילס,0,0,3,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",0.0
בן דייויס,5,450,0,0,0.4,7.12,0.625,0.625,0.0,0.0,0.0,Ben Davies,וויילס,0,1,6,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",4.0
כריס גאנטר,0,1,0,0,0.0,6.0,0.0,0.001,0.0,0.0,0.0,Chris Gunter,וויילס,0,0,4,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",0.0
כריס מפהאם,5,416,0,0,0.15,6.82,0.625,0.578,0.0,0.0,0.0,Chris Mepham,וויילס,0,1,5,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",4.0
קונור רוברטס,6,502,0,0,0.15,6.16,0.75,0.697,0.0,0.0,0.0,Connor Roberts,וויילס,0,1,5,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",4.0
ג'יימס לורנס,3,226,0,0,0.0,6.475,0.375,0.314,0.0,0.0,0.0,James Lawrence,וויילס,0,0,5,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",0.0
ג'ו רודון,6,540,0,0,0.65,7.065,0.75,0.75,0.0,0.0,0.0,Joe Rodon,וויילס,0,1,5,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",4.0
נקו וויליאמס,4,439,1,1,0.55,7.095,0.5,0.61,0.111,0.111,0.111,Neco Williams,וויילס,0,1,6,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",4.8413190904658485
ריס נורינגטון-דייויס,3,242,0,0,0.7,6.67,0.375,0.336,0.0,0.0,0.0,Rhys Norrington-Davies,וויילס,0,0,3,0,D,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",0.0
אנדי רוברטסון,7,630,0,1,0.5,6.895,0.875,0.875,0.0,0.1,0.045,Andrew Robertson,סקוטלנד,0,1,6,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",4.360146646538711
דקלאן גלאגר,3,253,0,0,1.0,7.18,0.375,0.351,0.0,0.0,0.0,Declan Gallagher,סקוטלנד,0,0,3,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0
גרנט הנלי,3,270,1,0,1.0,7.11,0.375,0.375,0.083,0.0,0.045,Grant Hanley,סקוטלנד,0,0,5,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0
גרג טיילור,1,79,0,0,0.0,6.89,0.125,0.11,0.0,0.0,0.0,Greg Taylor,סקוטלנד,0,0,3,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0
ג'ק הנדרי,2,136,0,0,0.0,6.19,0.25,0.189,0.0,0.0,0.0,Jack Hendry,סקוטלנד,0,0,3,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0
קירן טיירני,6,529,0,3,0.65,7.25,0.75,0.735,0.0,0.3,0.136,Kieran Tierney,סקוטלנד,0,1,5,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",5.080439939616132
ליאם קופר,2,180,0,0,0.0,7.29,0.25,0.25,0.0,0.0,0.0,Liam Cooper,סקוטלנד,0,0,4,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0
סקוט מקנה,3,298,0,0,0.25,6.34,0.375,0.414,0.0,0.0,0.0,Scott McKenna,סקוטלנד,0,0,4,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0
סטפן אודונל,5,433,0,2,0.9,6.77,0.625,0.601,0.0,0.2,0.091,Stephen O'Donnell,סקוטלנד,0,1,4,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",4.720293293077422
דניס ואברו,1,90,0,0,0.0,6.54,0.143,0.143,0.0,0.0,0.0,Denis Vavro,סלובקיה,0,0,5,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",0.0
יאקוב הולובק,1,141,0,0,0.0,6.51,0.143,0.224,0.0,0.0,0.0,Jakub Holúbek,סלובקיה,0,0,4,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",0.0
לובומיר שאטקה,2,180,0,0,0.0,6.595,0.286,0.286,0.0,0.0,0.0,Lubomír Satka,סלובקיה,0,0,5,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",0.0
מילאן שקריניאר,7,630,2,1,0.8,6.995,1.0,1.0,0.222,0.143,0.188,Milan Skriniar,סלובקיה,0,1,6,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",5.320529911681386
פטר פקאריק,6,540,0,1,0.25,6.64,0.857,0.857,0.0,0.143,0.062,Peter Pekarík,סלובקיה,0,1,6,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",4.32169638393601
תומאש הובוצ'אן,3,270,0,1,0.5,6.75,0.429,0.429,0.0,0.143,0.062,Tomas Hubocan,סלובקיה,0,0,4,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",0.0
דניאל אושאוגנסי,4,331,0,0,0.35,6.225,0.5,0.469,0.0,0.0,0.0,Daniel O'Shaughnessy,פינלנד,0,0,3,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",0.0
ירה אורונן,5,383,0,1,0.2,6.49,0.625,0.542,0.0,0.143,0.059,Jere Uronen,פינלנד,0,1,5,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",2.321525079932616
יונה טויביו,6,540,0,0,0.4,6.71,0.75,0.765,0.0,0.0,0.0,Joona Toivio,פינלנד,0,1,3,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",2.0
יוקה רייטאלה,3,260,0,0,0.25,6.505,0.375,0.368,0.0,0.0,0.0,Jukka Raitala,פינלנד,0,0,3,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",0.0
ליאו ואיסנן,2,180,0,0,0.5,6.53,0.25,0.255,0.0,0.0,0.0,Leo Väisänen,פינלנד,0,0,4,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",0.0
