name,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,team,is_penalty_taker,is_starter,price,points,position,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,pred_points,round
נמניה ניקוליץ',5,406,2,3,0.75,6.975,0.625,0.564,0.118,0.273,0.179,Nemanja Nikolic,הונגריה,0,1,5,0,FW,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",2.871963235038123,1
אדם סאלאי,6,512,2,1,2.25,6.925,0.75,0.711,0.118,0.091,0.107,Ádám Szalai,הונגריה,1,1,5,0,FW,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",3.6231856003899314,1
שה אדאמס,2,172,1,1,1.3,6.86,0.25,0.239,0.083,0.1,0.091,Che Adams,סקוטלנד,0,0,6,0,FW,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0,1
לינדון דייקס,7,501,2,1,0.5,6.74,0.875,0.696,0.167,0.1,0.136,Lyndon Dykes,סקוטלנד,0,1,5,0,FW,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",3.1620731794982397,1
ריאן כריסטי,5,493,2,1,2.15,7.38,0.625,0.685,0.167,0.1,0.136,Ryan Christie,סקוטלנד,1,1,4,0,FW,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",4.28207317949824,1
אלכסנדר סובולב,0,41,1,0,0.75,6.505,0.0,0.058,0.067,0.0,0.038,Alexander Sobolev,רוסיה,0,0,6,0,FW,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",0.0,1
אנטון זבולוטני,2,146,0,0,2.25,6.365,0.25,0.205,0.0,0.0,0.0,Anton Zabolotny,רוסיה,0,0,6,0,FW,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",0.0,1
ארטם דזיובה,7,619,5,2,3.0,7.88,0.875,0.871,0.333,0.182,0.269,Artem Dzyuba,רוסיה,1,1,10,0,FW,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",4.750880188401531,1
ארטם דובביק,0,9,0,0,1.0,6.38,0.0,0.014,0.0,0.0,0.0,Artem Dovbyk,אוקראינה,0,0,4,0,FW,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",0.0,1
רומן יארמצ'וק,7,610,2,0,1.75,6.63,1.0,0.968,0.25,0.0,0.133,Roman Yaremchuk,אוקראינה,0,1,8,0,FW,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",3.1231366142536245,1
כרים אוניסיוו,1,131,1,0,0.5,6.37,0.111,0.165,0.071,0.0,0.04,Karim Onisiwo,אוסטריה,0,0,6,0,FW,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",0.0,1
מרקו ארנאוטוביץ',1,117,0,2,5.0,7.03,0.111,0.147,0.0,0.182,0.08,Marko Arnautovic,אוסטריה,0,0,8,0,FW,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",0.0,1
מיכאל גרגוריץ',5,412,2,0,1.2,6.485,0.556,0.518,0.143,0.0,0.08,Michael Gregoritsch,אוסטריה,0,1,6,0,FW,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",3.1275501248903006,1
סשה קלאידזיץ',3,236,3,0,1.35,6.785,0.333,0.296,0.214,0.0,0.12,Sasa Kalajdzic,אוסטריה,0,0,8,0,FW,צפון מקדוניה,1.52,1.08,1.0,1.4000000000000041,0.39899999999999997,1.9712414770809452,0.8258228451185136,"(1, 0)",0.0,1
אדם הלוזק,1,72,0,0,3.0,7.04,0.143,0.114,0.0,0.0,0.0,Adam Hlozek,צ`כיה,0,0,6,0,FW,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0,1
מאתיי וידרה,2,217,1,0,1.0,6.19,0.286,0.344,0.067,0.0,0.037,Matej Vydra,צ`כיה,0,0,5,0,FW,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0,1
מיכאל קרמנצ'יק,1,161,1,0,1.0,6.41,0.143,0.256,0.067,0.0,0.037,Michael Krmencik,צ`כיה,0,0,5,0,FW,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0,1
פטריק שיק,2,127,1,2,3.5,7.44,0.286,0.202,0.067,0.167,0.111,Patrik Schick,צ`כיה,0,0,7,0,FW,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0,1
תומאש פקהארט,0,26,0,0,0.0,5.91,0.0,0.041,0.0,0.0,0.0,Tomas Pekhart,צ`כיה,0,0,5,0,FW,סקוטלנד,1.3,1.65,1.1333333333333362,2.000000000000004,0.245,1.9625334522747573,1.2004888217957022,"(1, 1)",0.0,1
ארקדיוש מיליק,3,374,0,1,1.45,6.385,0.375,0.497,0.0,0.077,0.038,Arkadiusz Milik,פולין,0,1,10,0,FW,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",2.4159039759939986,1
קרול סוידרסקי,1,73,1,0,1.0,6.52,0.125,0.097,0.077,0.0,0.038,Karol Swiderski,פולין,0,0,6,0,FW,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",0.0,1
רוברט לבנדובסקי,6,429,5,2,2.75,7.605,0.75,0.57,0.385,0.154,0.269,Robert Lewandowski,פולין,1,1,13,0,FW,סלובקיה,1.4400000000000002,0.6,1.2000000000000002,1.44,0.308,1.800450112528132,0.7498750208298618,"(1, 0)",6.7245011252813205,1
גארת' בייל,6,461,0,4,2.75,7.27,0.75,0.64,0.0,0.444,0.222,Gareth Bale,וויילס,1,1,10,0,FW,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",4.2417587872877975,1
קיפר מור,3,354,2,0,0.85,6.44,0.375,0.492,0.222,0.0,0.111,Kieffer Moore,וויילס,0,1,7,0,FW,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",2.7478391915251983,1
טיילר רוברטס,1,117,0,0,0.35,6.345,0.125,0.163,0.0,0.0,0.0,Tyler Roberts,וויילס,0,0,5,0,FW,שווייץ,1.0,0.8999999999999999,1.9000000000000001,0.8999999999999999,-0.197,0.8421612517175657,1.6055966511841275,"(0, 1)",0.0,1
אנדרי קרמאריץ',3,288,1,0,1.4,6.19,0.333,0.356,0.083,0.0,0.05,Andrej Kramaric,קרואטיה,0,0,9,0,FW,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0,1
אנטה בודימיר,3,224,0,0,0.15,6.245,0.333,0.277,0.0,0.0,0.0,Ante Budimir,קרואטיה,0,0,6,0,FW,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0,1
ברונו פטקוביץ',1,95,1,0,0.3,6.43,0.111,0.117,0.083,0.0,0.05,Bruno Petkovic,קרואטיה,0,0,10,0,FW,אנגליה,1.7000000000000002,1.05,3.7,0.8999999999999999,-0.31299999999999994,1.0802276787569074,2.981608185299102,"(1, 2)",0.0,1
אלכסנדר איסאק,4,326,1,0,1.9,6.79,0.5,0.467,0.111,0.0,0.067,Alexander Isak,שבדיה,0,1,9,0,FW,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",2.4877802791535344,1
מרכוס ברג,6,557,1,0,0.85,6.375,0.75,0.798,0.111,0.0,0.067,Marcus Berg,שבדיה,0,1,7,0,FW,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",2.4877802791535344,1
רובין קייסון,2,210,1,0,0.65,6.185,0.25,0.301,0.111,0.0,0.067,Robin Quaison,שבדיה,0,0,6,0,FW,ספרד,1.8399999999999999,1.08,2.4800000000000004,0.6,-0.17000000000000004,1.0986042323277803,2.0011242270938734,"(1, 2)",0.0,1
בוראק אילמאז,6,548,4,0,2.4,7.025,0.75,0.808,0.25,0.0,0.16,Burak Yilmaz,טורקיה,1,1,8,0,FW,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",3.929068307277401,1
אנס אונאל,1,126,0,0,0.6,6.15,0.125,0.186,0.0,0.0,0.0,Enes Ünal,טורקיה,0,0,5,0,FW,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",0.0,1
חליל דרויסוגלו,0,4,0,0,0.0,6.03,0.0,0.006,0.0,0.0,0.0,Halil Akbunar,טורקיה,0,0,4,0,FW,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",0.0,1
קנאן קארמאן,8,678,3,1,1.4,6.895,1.0,1.0,0.188,0.111,0.16,Kenan Karaman,טורקיה,0,1,6,0,FW,איטליה,1.4400000000000002,0.36,2.9600000000000004,0.48,-0.28700000000000003,0.809068307277401,2.040690884504272,"(0, 2)",2.8778391133959804,1
בריל אמבולו,5,408,1,3,0.85,7.175,0.714,0.648,0.1,0.375,0.222,Breel Embolo,שווייץ,0,1,8,0,FW,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",4.448534893055794,1
האריס ספרוביץ',7,615,2,1,3.4,7.05,1.0,0.976,0.2,0.125,0.167,Haris Seferovic,שווייץ,0,1,9,0,FW,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",3.88657606514135,1
מריו גברנוביץ',1,107,2,0,1.25,6.65,0.143,0.17,0.2,0.0,0.111,Mario Gavranovic,שווייץ,0,0,7,0,FW,וויילס,1.9000000000000001,0.8999999999999999,1.0,0.8999999999999999,0.197,1.6055966511841275,0.8421612517175657,"(1, 0)",0.0,1
דונייל מאלן,3,264,1,0,2.0,6.535,0.333,0.326,0.056,0.0,0.031,Donyell Malen,הולנד,0,0,8,0,FW,אוקראינה,2.4000000000000004,1.05,1.7000000000000002,0.6,0.345,1.9336126329358687,1.1231366142536245,"(1, 1)",0.0,1
לוק דה יונג,5,474,3,0,2.65,7.19,0.556,0.585,0.167,0.0,0.094,Luuk de Jong,הולנד,0,1,9,0,FW,אוקראינה,2.4000000000000004,1.05,1.7000000000000002,0.6,0.345,1.9336126329358687,1.1231366142536245,"(1, 1)",3.2916532388011603,1
ממפיס דפאיי,8,708,4,3,6.15,8.26,0.889,0.874,0.222,0.214,0.219,Memphis Depay,הולנד,1,1,12,0,FW,אוקראינה,2.4000000000000004,1.05,1.7000000000000002,0.6,0.345,1.9336126329358687,1.1231366142536245,"(1, 1)",6.0784273283918795,1
אנדראס קורנליוס,0,7,0,0,0.0,6.1,0.0,0.009,0.0,0.0,0.0,Andreas Cornelius,דנמרק,0,0,6,0,FW,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",0.0,1
יונאס ווינד,3,231,2,1,0.75,7.105,0.333,0.302,0.1,0.091,0.097,Jonas Wind,דנמרק,0,0,7,0,FW,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",0.0,1
קספר דולברג,5,378,2,0,1.5,7.08,0.556,0.493,0.1,0.0,0.065,Kasper Dolberg,דנמרק,0,1,6,0,FW,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",3.2828736369467606,1
מרטין בריית'ווייט,8,649,1,1,1.9,7.15,0.889,0.847,0.05,0.091,0.065,Martin Braithwaite,דנמרק,0,1,8,0,FW,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",3.5169980756895445,1
יוסוף פולסן,8,634,0,0,0.85,6.58,0.889,0.828,0.0,0.0,0.0,Yussuf Poulsen,דנמרק,0,1,7,0,FW,פינלנד,2.3000000000000003,0.8999999999999999,1.2800000000000002,1.2,0.699,3.207184092366902,0.7494757107986386,"(3, 0)",2.0,1
סרג' גנאברי,7,626,2,2,2.75,7.265,0.875,0.854,0.133,0.167,0.148,Serge Gnabry,גרמניה,0,1,13,0,FW,צרפת,3.0,1.05,2.0,0.72,-0.19699999999999995,1.648863082310181,1.748953495039853,"(1, 1)",3.703275564026417,1
טימו ורנר,5,490,4,1,1.5,6.53,0.625,0.668,0.267,0.083,0.185,Timo Werner,גרמניה,0,1,11,0,FW,צרפת,3.0,1.05,2.0,0.72,-0.19699999999999995,1.648863082310181,1.748953495039853,"(1, 1)",4.171552679402509,1
אלבארו מוראטה,4,356,2,0,2.6,7.2,0.571,0.555,0.105,0.0,0.057,Álvaro Morata,ספרד,1,1,11,0,FW,שבדיה,2.4800000000000004,0.6,1.8399999999999999,1.08,0.17000000000000004,2.0011242270938734,1.0986042323277803,"(2, 1)",3.9604721753794268,1
אנדרה סילבה,1,93,1,0,0.75,6.625,0.111,0.115,0.059,0.0,0.032,André Silva,פורטוגל,0,0,9,0,FW,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.6709999999999999,3.3342200939966307,0.6754169132750757,"(3, 0)",0.0,1
כריסטיאנו רונאלדו,7,621,3,0,5.6,7.125,0.778,0.767,0.176,0.0,0.097,Cristiano Ronaldo,פורטוגל,1,1,15,0,FW,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.6709999999999999,3.3342200939966307,0.6754169132750757,"(3, 0)",5.467290946173628,1
דיוגו ז'וטה,5,480,6,2,2.4,7.37,0.556,0.593,0.353,0.143,0.258,Diogo Jota,פורטוגל,0,1,12,0,FW,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.6709999999999999,3.3342200939966307,0.6754169132750757,"(3, 0)",8.138299193047796,1
ז'ואאו פליקס,7,560,2,1,1.7,6.735,0.778,0.691,0.118,0.071,0.097,João Félix,פורטוגל,0,1,10,0,FW,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.6709999999999999,3.3342200939966307,0.6754169132750757,"(3, 0)",4.283940764387692,1
דומיניק קלברט-לווין,2,169,2,0,1.85,6.885,0.25,0.239,0.125,0.0,0.069,Dominic Calvert-Lewin,אנגליה,0,0,9,0,FW,קרואטיה,3.7,0.8999999999999999,1.7000000000000002,1.05,0.31299999999999994,2.981608185299102,1.0802276787569074,"(2, 1)",0.0,1
הארי קיין,7,627,2,2,3.75,7.41,0.875,0.888,0.125,0.154,0.138,Harry Kane,אנגליה,1,1,15,0,FW,קרואטיה,3.7,0.8999999999999999,1.7000000000000002,1.05,0.31299999999999994,2.981608185299102,1.0802276787569074,"(2, 1)",5.988307074257736,1
כריסטיאן בנטקה,0,26,1,0,3.0,7.55,0.0,0.032,0.036,0.0,0.021,Christian Benteke,בלגיה,0,0,9,0,FW,רוסיה,3.2,0.36,2.0,0.96,0.552,3.243917654398004,0.86841330585811,"(3, 0)",0.0,1
דריס מרטנס,6,489,3,1,1.75,7.04,0.667,0.604,0.107,0.05,0.083,Dries Mertens,בלגיה,0,1,11,0,FW,רוסיה,3.2,0.36,2.0,0.96,0.552,3.243917654398004,0.86841330585811,"(3, 0)",3.8749844042420465,1
מיצ'י באטשואי,2,154,3,1,4.5,8.585,0.222,0.19,0.107,0.05,0.083,Michy Batshuayi,בלגיה,0,0,8,0,FW,רוסיה,3.2,0.36,2.0,0.96,0.552,3.243917654398004,0.86841330585811,"(3, 0)",0.0,1
רומלו לוקאקו,7,630,7,1,3.15,7.54,0.778,0.778,0.25,0.05,0.167,Romelu Lukaku,בלגיה,1,1,14,0,FW,רוסיה,3.2,0.36,2.0,0.96,0.552,3.243917654398004,0.86841330585811,"(3, 0)",6.850505302557704,1
אנדראה בלוטי,5,392,2,0,4.0,6.975,0.556,0.484,0.154,0.0,0.087,Andrea Belotti,איטליה,0,1,10,0,FW,טורקיה,2.9600000000000004,0.48,1.4400000000000002,0.36,0.28700000000000003,2.040690884504272,0.809068307277401,"(2, 0)",3.2570655848546317,1
צ'ירו אימובילה,4,393,2,1,3.35,7.13,0.444,0.485,0.154,0.1,0.13,Ciro Immobile,איטליה,0,1,13,0,FW,טורקיה,2.9600000000000004,0.48,1.4400000000000002,0.36,0.28700000000000003,2.040690884504272,0.809068307277401,"(2, 0)",3.8692728502059137,1
קיליאן אמבפה,5,481,2,1,2.1,6.89,0.556,0.594,0.143,0.125,0.136,Kylian Mbappé,צרפת,0,1,15,0,FW,גרמניה,2.0,0.72,3.0,1.05,0.19699999999999995,1.748953495039853,1.648863082310181,"(1, 1)",3.6562589598027406,1
מרקוס תוראם,1,89,0,1,1.0,6.77,0.111,0.11,0.0,0.125,0.045,Marcus Thuram,צרפת,0,0,8,0,FW,גרמניה,2.0,0.72,3.0,1.05,0.19699999999999995,1.748953495039853,1.648863082310181,"(1, 1)",0.0,1
אוליביה ז'ירו,4,388,3,0,1.85,6.59,0.444,0.479,0.214,0.0,0.136,Olivier Giroud,צרפת,0,1,9,0,FW,גרמניה,2.0,0.72,3.0,1.05,0.19699999999999995,1.748953495039853,1.648863082310181,"(1, 1)",3.497104191754114,1
וויסאם בן יידר,1,94,0,0,0.0,6.28,0.111,0.116,0.0,0.0,0.0,Wissam Ben Yedder,צרפת,0,0,9,0,FW,גרמניה,2.0,0.72,3.0,1.05,0.19699999999999995,1.748953495039853,1.648863082310181,"(1, 1)",0.0,1
דמיאן סיסקובסקי,5,469,0,0,0.0,6.68,0.556,0.619,0.0,0.0,0.0,Damjan Siskovski,צפון מקדוניה,0,1,3,0,GK,אוקראינה,1.0,1.4000000000000041,1.7000000000000002,0.6,-0.371,0.6445635096483101,2.042564406667987,"(0, 2)",3.0,2
סטולה דימיטרייבסקי,4,337,0,0,0.0,6.155,0.444,0.445,0.0,0.0,0.0,Stole Dimitrievski,צפון מקדוניה,0,1,4,0,GK,אוקראינה,1.0,1.4000000000000041,1.7000000000000002,0.6,-0.371,0.6445635096483101,2.042564406667987,"(0, 2)",3.0,2
לוקאס הרדצקי,6,540,0,0,0.2,7.03,0.75,0.765,0.0,0.0,0.0,Lukás Hrádecky,פינלנד,0,1,4,0,GK,רוסיה,1.2800000000000002,1.2,2.0,0.96,-0.319,0.9276514680912744,2.0185453857314073,"(0, 2)",3.0,2
דושאן קוציאק,3,270,0,0,0.0,6.135,0.429,0.429,0.0,0.0,0.0,Dusan Kuciak,סלובקיה,0,1,3,0,GK,שבדיה,1.2000000000000002,1.44,1.8399999999999999,1.08,-0.488,0.8654722137868207,2.4018746338605736,"(0, 2)",3.0,2
מארק רודאק,3,270,0,0,0.0,7.28,0.429,0.429,0.0,0.0,0.0,Marek Rodák,סלובקיה,0,1,3,0,GK,שבדיה,1.2000000000000002,1.44,1.8399999999999999,1.08,-0.488,0.8654722137868207,2.4018746338605736,"(0, 2)",3.0,2
מרטין דוברבקה,1,90,0,0,0.0,7.3,0.143,0.143,0.0,0.0,0.0,Martin Dúbravka,סלובקיה,0,0,5,0,GK,שבדיה,1.2000000000000002,1.44,1.8399999999999999,1.08,-0.488,0.8654722137868207,2.4018746338605736,"(0, 2)",0.0,2
דנש דיבוס,5,450,0,0,0.0,6.69,0.625,0.625,0.0,0.0,0.0,Dénes Dibusz,הונגריה,0,1,3,0,GK,צרפת,1.04,1.56,2.0,0.72,-0.8049999999999999,0.5777121286722469,3.7336130047194547,"(0, 3)",2.0,2
פיטר גולאצ'י,4,360,0,0,0.0,6.015,0.5,0.5,0.0,0.0,0.0,Péter Gulácsi,הונגריה,0,1,4,0,GK,צרפת,1.04,1.56,2.0,0.72,-0.8049999999999999,0.5777121286722469,3.7336130047194547,"(0, 3)",2.0,2
קרייג גורדון,2,180,0,0,0.0,6.66,0.25,0.25,0.0,0.0,0.0,Craig Gordon,סקוטלנד,0,0,5,0,GK,אנגליה,1.1333333333333362,2.000000000000004,3.7,0.8999999999999999,-0.681,0.7047216349541939,5.113483448461474,"(0, 5)",0.0,2
דייויד מרשל,7,630,0,0,0.0,6.62,0.875,0.875,0.0,0.0,0.0,David Marshall,סקוטלנד,0,1,3,0,GK,אנגליה,1.1333333333333362,2.000000000000004,3.7,0.8999999999999999,-0.681,0.7047216349541939,5.113483448461474,"(0, 5)",0.0,2
ג'ון מקלולין,4,406,0,0,0.55,6.735,0.5,0.564,0.0,0.0,0.0,Kenny McLean,סקוטלנד,0,1,3,0,GK,אנגליה,1.1333333333333362,2.000000000000004,3.7,0.8999999999999999,-0.681,0.7047216349541939,5.113483448461474,"(0, 5)",0.0,2
אנטון שונין,7,630,0,0,0.0,6.655,0.875,0.886,0.0,0.0,0.0,Anton Shunin,רוסיה,0,1,6,0,GK,פינלנד,2.0,0.96,1.2800000000000002,1.2,0.319,2.0185453857314073,0.9276514680912744,"(2, 0)",6.0,2
אנטולי טרובין,1,90,0,0,0.0,5.96,0.143,0.143,0.0,0.0,0.0,Anatolii Trubin,אוקראינה,0,0,5,0,GK,צפון מקדוניה,1.7000000000000002,0.6,1.0,1.4000000000000041,0.371,2.042564406667987,0.6445635096483101,"(2, 0)",0.0,2
אנדרי פיאטוב,3,270,0,0,0.0,6.12,0.429,0.429,0.0,0.0,0.0,Andriy Pyatov,אוקראינה,0,1,3,0,GK,צפון מקדוניה,1.7000000000000002,0.6,1.0,1.4000000000000041,0.371,2.042564406667987,0.6445635096483101,"(2, 0)",6.0,2
גיאורגי בושצ'אן,4,360,0,0,0.0,7.04,0.571,0.571,0.0,0.0,0.0,Georgi Bushchan,אוקראינה,0,1,6,0,GK,צפון מקדוניה,1.7000000000000002,0.6,1.0,1.4000000000000041,0.371,2.042564406667987,0.6445635096483101,"(2, 0)",6.0,2
אלכסנדר שלאגר,5,450,0,0,0.0,5.705,0.556,0.565,0.0,0.0,0.0,Alexander Schlager,אוסטריה,0,1,6,0,GK,הולנד,1.52,1.08,2.4000000000000004,1.05,-0.317,1.0654616309439908,2.1915737766861896,"(1, 2)",3.0,2
פאבאו פרבאן,4,360,0,0,0.0,6.7,0.444,0.452,0.0,0.0,0.0,Pavao Pervan,אוסטריה,0,1,3,0,GK,הולנד,1.52,1.08,2.4000000000000004,1.05,-0.317,1.0654616309439908,2.1915737766861896,"(1, 2)",3.0,2
אלש מנדוס,1,90,0,0,0.0,5.91,0.143,0.143,0.0,0.0,0.0,Ales Mandous,צ`כיה,0,0,3,0,GK,קרואטיה,1.3,1.65,1.7000000000000002,1.05,-0.12300000000000005,1.088013333950646,1.820553230802674,"(1, 1)",0.0,2
תומאש קובק,0,45,0,0,0.0,6.54,0.0,0.071,0.0,0.0,0.0,Tomás Koubek,צ`כיה,0,0,3,0,GK,קרואטיה,1.3,1.65,1.7000000000000002,1.05,-0.12300000000000005,1.088013333950646,1.820553230802674,"(1, 1)",0.0,2
תומאש ואצליק,7,586,0,0,0.0,6.48,1.0,0.93,0.0,0.0,0.0,Tomás Vaclik,צ`כיה,0,1,6,0,GK,קרואטיה,1.3,1.65,1.7000000000000002,1.05,-0.12300000000000005,1.088013333950646,1.820553230802674,"(1, 1)",4.0,2
לוקאש פביאנסקי,3,270,0,0,0.0,6.61,0.375,0.359,0.0,0.0,0.0,Lukasz Fabianski,פולין,0,0,6,0,GK,ספרד,1.4400000000000002,0.6,2.4800000000000004,0.6,-0.35000000000000003,0.8309572301425662,1.9935275080906154,"(0, 1)",0.0,2
ווייצ'ך שצ'סני,6,540,0,0,0.0,6.45,0.75,0.718,0.0,0.0,0.0,Wojciech Szczesny,פולין,0,1,7,0,GK,ספרד,1.4400000000000002,0.6,2.4800000000000004,0.6,-0.35000000000000003,0.8309572301425662,1.9935275080906154,"(0, 1)",4.0,2
אדם דייויס,0,11,0,0,0.0,6.13,0.0,0.015,0.0,0.0,0.0,Adam Davies,וויילס,0,0,3,0,GK,טורקיה,1.0,0.8999999999999999,1.4400000000000002,0.36,-0.196,0.6031577080007096,1.3408205363282144,"(0, 1)",0.0,2
וויין הנסי,4,360,0,0,0.0,6.58,0.5,0.5,0.0,0.0,0.0,Danny Ward,וויילס,0,1,4,0,GK,טורקיה,1.0,0.8999999999999999,1.4400000000000002,0.36,-0.196,0.6031577080007096,1.3408205363282144,"(0, 1)",4.0,2
דומיניק ליבאקוביץ',9,810,0,0,0.0,6.39,1.0,1.0,0.0,0.0,0.0,Dominik Livakovic,קרואטיה,0,1,7,0,GK,צ`כיה,1.7000000000000002,1.05,1.3,1.65,0.12300000000000005,1.820553230802674,1.088013333950646,"(1, 1)",4.0,2
כריסטופר נורדפלט,2,180,0,0,0.0,6.98,0.25,0.258,0.0,0.0,0.0,Kristoffer Nordfeldt,שבדיה,0,0,3,0,GK,סלובקיה,1.8399999999999999,1.08,1.2000000000000002,1.44,0.488,2.4018746338605736,0.8654722137868207,"(2, 0)",0.0,2
רובין אולסן,6,540,0,0,0.0,6.39,0.75,0.774,0.0,0.0,0.0,Robin Olsen,שבדיה,0,1,6,0,GK,סלובקיה,1.8399999999999999,1.08,1.2000000000000002,1.44,0.488,2.4018746338605736,0.8654722137868207,"(2, 0)",6.0,2
אואורג'אן צ'אקיר,4,360,0,0,0.0,6.6,0.5,0.531,0.0,0.0,0.0,Ugurcan Çakir,טורקיה,0,1,6,0,GK,וויילס,1.4400000000000002,0.36,1.0,0.8999999999999999,0.196,1.3408205363282144,0.6031577080007096,"(1, 0)",6.0,2
יאן זומר,7,630,0,0,0.0,6.475,1.0,1.0,0.0,0.0,0.0,Yann Sommer,שווייץ,0,1,7,0,GK,איטליה,1.9000000000000001,0.8999999999999999,2.9600000000000004,0.48,-0.28600000000000003,1.0034572898220762,2.370716128239774,"(1, 2)",3.0,2
טים קרול,5,450,0,0,0.0,6.225,0.556,0.556,0.0,0.0,0.0,Tim Krul,הולנד,0,1,5,0,GK,אוסטריה,2.4000000000000004,1.05,1.52,1.08,0.317,2.1915737766861896,1.0654616309439908,"(2, 1)",4.0,2
קספר שמייכל,9,766,0,0,0.0,6.65,1.0,1.0,0.0,0.0,0.0,Kasper Schmeichel,דנמרק,0,1,7,0,GK,בלגיה,2.3000000000000003,0.8999999999999999,3.2,0.36,-0.17200000000000004,1.196258319841698,2.308038730015762,"(1, 2)",3.0,2
