name,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,team,is_penalty_taker,is_starter,price,points,position,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,pred_points,round
דויד דה חאה,4,360,0,0,0.0,6.92,0.571,0.562,0.0,0.0,0.0,David de Gea,ספרד,0,1,6,0,GK,שבדיה,2.4800000000000004,0.6,1.8399999999999999,1.08,0.17000000000000004,2.0011242270938734,1.0986042323277803,"(2, 1)",4.0,1
אונאי סימון,5,450,0,0,0.0,6.12,0.714,0.702,0.0,0.0,0.0,Unai Simón,ספרד,0,1,9,0,GK,שבדיה,2.4800000000000004,0.6,1.8399999999999999,1.08,0.17000000000000004,2.0011242270938734,1.0986042323277803,"(2, 1)",4.0,1
אנתוני לופס,5,450,0,0,0.0,6.405,0.556,0.556,0.0,0.0,0.0,Anthony Lopes,פורטוגל,0,1,4,0,GK,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.6709999999999999,3.3342200939966307,0.6754169132750757,"(3, 0)",6.0,1
רוי פטריסיו,4,360,0,0,0.0,6.91,0.444,0.444,0.0,0.0,0.0,Rui Patrício,פורטוגל,0,1,8,0,GK,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.6709999999999999,3.3342200939966307,0.6754169132750757,"(3, 0)",6.0,1
ג'ורדן פיקפורד,6,540,0,0,0.0,6.35,0.75,0.765,0.0,0.0,0.0,Jordan Pickford,אנגליה,0,1,8,0,GK,קרואטיה,3.7,0.8999999999999999,1.7000000000000002,1.05,0.31299999999999994,2.981608185299102,1.0802276787569074,"(2, 1)",4.0,1
סיימון מיניולה,4,395,0,0,0.0,6.565,0.444,0.488,0.0,0.0,0.0,Simon Mignolet,בלגיה,0,1,4,0,GK,רוסיה,3.2,0.36,2.0,0.96,0.552,3.243917654398004,0.86841330585811,"(3, 0)",6.0,1
טיבו קורטואה,4,360,0,0,0.0,6.385,0.444,0.444,0.0,0.0,0.0,Thibaut Courtois,בלגיה,0,1,9,0,GK,רוסיה,3.2,0.36,2.0,0.96,0.552,3.243917654398004,0.86841330585811,"(3, 0)",6.0,1
ג'אנלואיג'י דונארומה,9,810,0,0,0.0,6.865,1.0,1.0,0.0,0.0,0.0,Gianluigi Donnarumma,איטליה,0,1,8,0,GK,טורקיה,2.9600000000000004,0.48,1.4400000000000002,0.36,0.28700000000000003,2.040690884504272,0.809068307277401,"(2, 0)",6.0,1
הוגו לוריס,9,810,0,0,0.0,6.75,1.0,1.0,0.0,0.0,0.0,Hugo Lloris,צרפת,0,1,10,0,GK,גרמניה,2.0,0.72,3.0,1.05,0.19699999999999995,1.748953495039853,1.648863082310181,"(1, 1)",4.0,1
דרקו ולקובסקי,6,540,0,0,0.7,6.77,0.667,0.712,0.0,0.0,0.0,Darko Velkovski,צפון מקדוניה,0,1,4,0,D,אוסטריה,1.0,1.4000000000000041,1.52,1.08,-0.39899999999999997,0.8258228451185136,1.9712414770809452,"(0, 1)",4.0,1
אגזון בייטולאי,3,345,0,0,0.3,6.49,0.333,0.455,0.0,0.0,0.0,Egzon Bejtulai,צפון מקדוניה,0,1,3,0,D,אוסטריה,1.0,1.4000000000000041,1.52,1.08,-0.39899999999999997,0.8258228451185136,1.9712414770809452,"(0, 1)",4.0,1
אזגיאן אליוסקי,7,606,2,1,0.65,7.05,0.778,0.799,0.118,0.1,0.111,Ezgjan Alioski,צפון מקדוניה,1,1,5,0,D,אוסטריה,1.0,1.4000000000000041,1.52,1.08,-0.39899999999999997,0.8258228451185136,1.9712414770809452,"(0, 1)",6.632429427879462,1
גיוקו זייקוב,3,275,1,0,0.5,6.94,0.333,0.363,0.059,0.0,0.037,Gjoko Zajkov,צפון מקדוניה,0,0,3,0,D,אוסטריה,1.0,1.4000000000000041,1.52,1.08,-0.39899999999999997,0.8258228451185136,1.9712414770809452,"(0, 1)",0.0,1
קירה ריסטבסקי,5,420,0,0,0.35,6.72,0.556,0.554,0.0,0.0,0.0,Kire Ristevski,צפון מקדוניה,0,1,3,0,D,אוסטריה,1.0,1.4000000000000041,1.52,1.08,-0.39899999999999997,0.8258228451185136,1.9712414770809452,"(0, 1)",4.0,1
סטפן ריסטובסקי,9,758,1,2,0.4,6.915,1.0,1.0,0.059,0.2,0.111,Stefan Ristovski,צפון מקדוניה,0,1,5,0,D,אוסטריה,1.0,1.4000000000000041,1.52,1.08,-0.39899999999999997,0.8258228451185136,1.9712414770809452,"(0, 1)",4.787834994243062,1
ויסר מוסליו,7,584,0,0,0.15,6.62,0.778,0.77,0.0,0.0,0.0,Visar Musliu,צפון מקדוניה,0,1,4,0,D,אוסטריה,1.0,1.4000000000000041,1.52,1.08,-0.39899999999999997,0.8258228451185136,1.9712414770809452,"(0, 1)",4.0,1
דניאל אושאוגנסי,4,331,0,0,0.35,6.225,0.5,0.469,0.0,0.0,0.0,Daniel O'Shaughnessy,פינלנד,0,1,3,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",2.0,1
ירה אורונן,5,383,0,1,0.2,6.49,0.625,0.542,0.0,0.143,0.059,Jere Uronen,פינלנד,0,1,5,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",2.321525079932616,1
יונה טויביו,6,540,0,0,0.4,6.71,0.75,0.765,0.0,0.0,0.0,Joona Toivio,פינלנד,0,1,3,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",2.0,1
יוקה רייטאלה,3,260,0,0,0.25,6.505,0.375,0.368,0.0,0.0,0.0,Jukka Raitala,פינלנד,0,0,3,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",0.0,1
ליאו ואיסנן,2,180,0,0,0.5,6.53,0.25,0.255,0.0,0.0,0.0,Leo Väisänen,פינלנד,0,0,4,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",0.0,1
ניקולאי אלהו,4,436,0,0,0.5,6.34,0.5,0.618,0.0,0.0,0.0,Nikolai Alho,פינלנד,0,1,4,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",2.0,1
פאולוס אראיורי,6,540,0,0,0.25,6.93,0.75,0.765,0.0,0.0,0.0,Paulus Arajuuri,פינלנד,0,1,3,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",2.0,1
תומאס לאם,0,14,0,0,0.0,6.0,0.0,0.02,0.0,0.0,0.0,Thomas Lam,פינלנד,0,0,4,0,D,דנמרק,1.2800000000000002,1.2,2.3000000000000003,0.8999999999999999,-0.699,0.7494757107986386,3.207184092366902,"(0, 3)",0.0,1
דניס ואברו,1,90,0,0,0.0,6.54,0.143,0.143,0.0,0.0,0.0,Denis Vavro,סלובקיה,0,0,5,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",0.0,1
יאקוב הולובק,1,141,0,0,0.0,6.51,0.143,0.224,0.0,0.0,0.0,Jakub Holúbek,סלובקיה,0,0,4,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",0.0,1
לובומיר שאטקה,2,180,0,0,0.0,6.595,0.286,0.286,0.0,0.0,0.0,Lubomír Satka,סלובקיה,0,0,5,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",0.0,1
מילאן שקריניאר,7,630,2,1,0.8,6.995,1.0,1.0,0.222,0.143,0.188,Milan Skriniar,סלובקיה,0,1,6,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",5.320529911681386,1
פטר פקאריק,6,540,0,1,0.25,6.64,0.857,0.857,0.0,0.143,0.063,Peter Pekarík,סלובקיה,0,1,6,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",4.32169638393601,1
תומאש הובוצ'אן,3,270,0,1,0.5,6.75,0.429,0.429,0.0,0.143,0.063,Tomas Hubocan,סלובקיה,0,1,4,0,D,פולין,1.2000000000000002,1.44,1.4400000000000002,0.6,-0.308,0.7498750208298618,1.800450112528132,"(0, 1)",4.32169638393601,1
אטילה סאלאי,8,720,0,1,0.55,7.18,1.0,1.0,0.0,0.091,0.036,Attila Szalai,הונגריה,0,1,4,0,D,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",2.1843888173240957,1
אנדרה בוטקה,4,361,0,1,0.15,7.285,0.5,0.501,0.0,0.091,0.036,Endre Botka,הונגריה,0,1,3,0,D,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",2.1843888173240957,1
גרגו לוברנצ'יץ',2,149,0,0,1.0,6.71,0.25,0.207,0.0,0.0,0.0,Gergo Lovrencsics,הונגריה,0,0,4,0,D,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",0.0,1
לויק נגו,3,302,1,0,0.65,6.575,0.375,0.419,0.059,0.0,0.036,Loic Nego,הונגריה,0,1,4,0,D,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",2.239097587299377,1
ווילי אורבאן,5,484,1,0,0.9,6.94,0.625,0.672,0.059,0.0,0.036,Willi Orban,הונגריה,0,1,4,0,D,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",2.239097587299377,1
אדם לאנג,6,564,0,1,0.25,6.51,0.75,0.783,0.0,0.091,0.036,Ádám Lang,הונגריה,0,1,5,0,D,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",2.1843888173240957,1
אקוש קצ'קש,1,90,0,0,0.0,6.57,0.125,0.125,0.0,0.0,0.0,Ákos Kecskés,הונגריה,0,0,3,0,D,פורטוגל,1.04,1.56,2.2,0.8999999999999999,-0.6709999999999999,0.6754169132750757,3.3342200939966307,"(0, 3)",0.0,1
אנדי רוברטסון,7,630,0,1,0.5,6.895,0.875,0.875,0.0,0.1,0.045,Andrew Robertson,סקוטלנד,0,1,6,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",4.360146646538711,1
דקלאן גלאגר,3,253,0,0,1.0,7.18,0.375,0.351,0.0,0.0,0.0,Declan Gallagher,סקוטלנד,0,0,3,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0,1
גרנט הנלי,3,270,1,0,1.0,7.11,0.375,0.375,0.083,0.0,0.045,Grant Hanley,סקוטלנד,0,0,5,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0,1
גרג טיילור,1,79,0,0,0.0,6.89,0.125,0.11,0.0,0.0,0.0,Greg Taylor,סקוטלנד,0,0,3,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0,1
ג'ק הנדרי,2,136,0,0,0.0,6.19,0.25,0.189,0.0,0.0,0.0,Jack Hendry,סקוטלנד,0,0,3,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0,1
קירן טיירני,6,529,0,3,0.65,7.25,0.75,0.735,0.0,0.3,0.136,Kieran Tierney,סקוטלנד,0,1,5,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",5.080439939616132,1
ליאם קופר,2,180,0,0,0.0,7.29,0.25,0.25,0.0,0.0,0.0,Liam Cooper,סקוטלנד,0,0,4,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",0.0,1
סקוט מקנה,3,298,0,0,0.25,6.34,0.375,0.414,0.0,0.0,0.0,Scott McKenna,סקוטלנד,0,1,4,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",4.0,1
סטפן אודונל,5,433,0,2,0.9,6.77,0.625,0.601,0.0,0.2,0.091,Stephen O'Donnell,סקוטלנד,0,1,4,0,D,צ`כיה,1.1333333333333362,2.000000000000004,1.3,1.65,-0.245,1.2004888217957022,1.9625334522747573,"(1, 1)",4.720293293077422,1
אנדריי סמנוב,8,641,0,1,0.0,6.74,1.0,0.902,0.0,0.091,0.038,Andrey Semenov,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.2370768324992643,1
פדור קודריאשוב,6,540,0,0,0.0,6.41,0.75,0.759,0.0,0.0,0.0,Fedor Kudryashov,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.0,1
גיאורגי דז'יקיה,7,630,0,0,0.75,6.345,0.875,0.886,0.0,0.0,0.0,Georgi Dzhikiya,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.0,1
איגור דיבייב,1,46,0,0,0.0,5.43,0.125,0.065,0.0,0.0,0.0,Igor Diveev,רוסיה,0,0,4,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",0.0,1
מריו פרננדס,5,450,3,0,1.1,7.305,0.625,0.633,0.2,0.0,0.115,Mario Fernandes,רוסיה,0,1,7,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",3.0420959670297325,1
ויאצ'יסלב קרבאייב,4,474,1,1,0.65,6.54,0.5,0.667,0.067,0.091,0.077,Vyacheslav Karavaev,רוסיה,0,1,5,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.5861789814542244,1
יורי ז'ירקוב,7,564,0,0,0.85,6.46,0.875,0.793,0.0,0.0,0.0,Yuri Zhirkov,רוסיה,0,1,6,0,D,בלגיה,2.0,0.96,3.2,0.36,-0.552,0.86841330585811,3.243917654398004,"(0, 3)",2.0,1
אדוארד סובול,4,360,0,0,0.0,6.285,0.571,0.571,0.0,0.0,0.0,Eduard Sobol,אוקראינה,0,1,4,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",4.0,1
איליה זבארני,5,450,0,0,0.0,6.46,0.714,0.714,0.0,0.0,0.0,Illia Zabarnyi,אוקראינה,0,1,4,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",4.0,1
מיקולה מטביינקו,6,540,0,0,0.0,6.665,0.857,0.857,0.0,0.0,0.0,Mykola Matvienko,אוקראינה,0,1,6,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",4.0,1
אלכסנדר קראבייב,5,447,0,2,0.5,6.73,0.714,0.71,0.0,0.286,0.133,Oleksandr Karavaev,אוקראינה,0,1,6,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",4.96365121502961,1
אלכסנדר טימצ'יק,2,183,0,1,0.25,6.32,0.286,0.29,0.0,0.143,0.067,Oleksandr Tymchyk,אוקראינה,0,0,4,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",0.0,1
אלכסנדר זינצ'נקו,6,536,1,1,1.85,6.865,0.857,0.851,0.125,0.143,0.133,Oleksandr Zinchenko,אוקראינה,0,1,7,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",5.324178068205024,1
סרגיי קריבצוב,4,360,0,0,0.5,6.305,0.571,0.571,0.0,0.0,0.0,Serhii Kryvtsov,אוקראינה,0,1,6,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",4.0,1
ויטלי מיקולנקו,4,358,0,0,0.5,6.16,0.571,0.568,0.0,0.0,0.0,Vitalii Mykolenko,אוקראינה,0,1,6,0,D,הולנד,1.7000000000000002,0.6,2.4000000000000004,1.05,-0.345,1.1231366142536245,1.9336126329358687,"(1, 1)",4.0,1
