name,price,points,position,team,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,is_penalty_taker,is_starter,team_pr,team_gfpg,team_gapg,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,pred_points
לוקאש פביאנסקי,6,0,GK,פולין,3,270,0,0,0.0,6.61,0.375,0.359,0.0,0.0,0.0,Lukasz Fabianski,0,0,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",0.0
יאן זומר,7,0,GK,שווייץ,7,630,0,0,0.0,6.475,1.0,1.0,0.0,0.0,0.0,Yann Sommer,0,1,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",2.0
קספר שמייכל,7,0,GK,דנמרק,9,766,0,0,0.0,6.65,1.0,1.0,0.0,0.0,0.0,Kasper Schmeichel,0,1,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",2.0
אואורג'אן צ'אקיר,6,0,GK,טורקיה,4,360,0,0,0.0,6.6,0.5,0.531,0.0,0.0,0.0,Ugurcan Çakir,0,1,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",2.0
אלכסנדר שלאגר,6,0,GK,אוסטריה,5,450,0,0,0.0,5.705,0.556,0.565,0.0,0.0,0.0,Alexander Schlager,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
פאבאו פרבאן,3,0,GK,אוסטריה,4,360,0,0,0.0,6.7,0.444,0.452,0.0,0.0,0.0,Pavao Pervan,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
אנטון שונין,6,0,GK,רוסיה,7,630,0,0,0.0,6.655,0.875,0.886,0.0,0.0,0.0,Anton Shunin,0,1,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",1.0
גיאורגי בושצ'אן,6,0,GK,אוקראינה,4,360,0,0,0.0,7.04,0.571,0.571,0.0,0.0,0.0,Georgi Bushchan,0,1,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",2.0
אנטולי טרובין,5,0,GK,אוקראינה,1,90,0,0,0.0,5.96,0.143,0.143,0.0,0.0,0.0,Anatolii Trubin,0,0,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",0.0
אנדרי פיאטוב,3,0,GK,אוקראינה,3,270,0,0,0.0,6.12,0.429,0.429,0.0,0.0,0.0,Andriy Pyatov,0,0,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",0.0
רובין אולסן,6,0,GK,שבדיה,6,540,0,0,0.0,6.39,0.75,0.774,0.0,0.0,0.0,Robin Olsen,0,1,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",2.0
כריסטופר נורדפלט,3,0,GK,שבדיה,2,180,0,0,0.0,6.98,0.25,0.258,0.0,0.0,0.0,Kristoffer Nordfeldt,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
תומאש ואצליק,6,0,GK,צ`כיה,7,586,0,0,0.0,6.48,1.0,0.93,0.0,0.0,0.0,Tomás Vaclik,0,1,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",0.0
אלש מנדוס,3,0,GK,צ`כיה,1,90,0,0,0.0,5.91,0.143,0.143,0.0,0.0,0.0,Ales Mandous,0,0,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",0.0
תומאש קובק,3,0,GK,צ`כיה,0,45,0,0,0.0,6.54,0.0,0.071,0.0,0.0,0.0,Tomás Koubek,0,0,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",0.0
טים קרול,5,0,GK,הולנד,5,450,0,0,0.0,6.225,0.556,0.556,0.0,0.0,0.0,Tim Krul,0,1,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",6.0
מרטין דוברבקה,5,0,GK,סלובקיה,1,90,0,0,0.0,7.3,0.143,0.143,0.0,0.0,0.0,Martin Dúbravka,0,1,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",0.0
דושאן קוציאק,3,0,GK,סלובקיה,3,270,0,0,0.0,6.135,0.429,0.429,0.0,0.0,0.0,Dusan Kuciak,0,0,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",0.0
מארק רודאק,3,0,GK,סלובקיה,3,270,0,0,0.0,7.28,0.429,0.429,0.0,0.0,0.0,Marek Rodák,0,0,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",0.0
קרייג גורדון,5,0,GK,סקוטלנד,2,180,0,0,0.0,6.66,0.25,0.25,0.0,0.0,0.0,Craig Gordon,0,0,0.188,1.133,2.000000000000004,קרואטיה,1.133,2.000000000000004,1.7,1.05,-0.368,0.881,2.432,"(0, 2)",0.0
ג'ון מקלולין,3,0,GK,סקוטלנד,4,406,0,0,0.55,6.735,0.5,0.564,0.0,0.0,0.0,Kenny McLean,0,0,0.188,1.133,2.000000000000004,קרואטיה,1.133,2.000000000000004,1.7,1.05,-0.368,0.881,2.432,"(0, 2)",0.0
דייויד מרשל,3,0,GK,סקוטלנד,7,630,0,0,0.0,6.62,0.875,0.875,0.0,0.0,0.0,David Marshall,0,1,0.188,1.133,2.000000000000004,קרואטיה,1.133,2.000000000000004,1.7,1.05,-0.368,0.881,2.432,"(0, 2)",1.0
וויין הנסי,4,0,GK,וויילס,4,360,0,0,0.0,6.58,0.5,0.5,0.0,0.0,0.0,Danny Ward,0,0,0.438,1.0,0.8999999999999999,איטליה,1.0,0.8999999999999999,2.96,0.48,-0.483,0.563,2.813,"(0, 2)",0.0
אדם דייויס,3,0,GK,וויילס,0,11,0,0,0.0,6.13,0.0,0.015,0.0,0.0,0.0,Adam Davies,0,0,0.438,1.0,0.8999999999999999,איטליה,1.0,0.8999999999999999,2.96,0.48,-0.483,0.563,2.813,"(0, 2)",0.0
לוקאס הרדצקי,4,0,GK,פינלנד,6,540,0,0,0.2,7.03,0.75,0.765,0.0,0.0,0.0,Lukás Hrádecky,0,1,0.047,1.28,1.2,בלגיה,1.28,1.2,3.2,0.36,-0.871,0.524,5.071,"(0, 5)",-2.0
סטולה דימיטרייבסקי,4,0,GK,צפון מקדוניה,4,337,0,0,0.0,6.155,0.444,0.445,0.0,0.0,0.0,Stole Dimitrievski,0,1,0.028,1.0,1.4000000000000041,הולנד,1.0,1.4000000000000041,2.4,1.05,-0.716,0.699,3.554,"(0, 3)",0.0
דמיאן סיסקובסקי,3,0,GK,צפון מקדוניה,5,469,0,0,0.0,6.68,0.556,0.619,0.0,0.0,0.0,Damjan Siskovski,0,0,0.028,1.0,1.4000000000000041,הולנד,1.0,1.4000000000000041,2.4,1.05,-0.716,0.699,3.554,"(0, 3)",0.0
פיטר גולאצ'י,4,0,GK,הונגריה,4,360,0,0,0.0,6.015,0.5,0.5,0.0,0.0,0.0,Péter Gulácsi,0,1,0.152,1.04,1.56,גרמניה,1.04,1.56,3.0,1.05,-0.608,0.749,3.77,"(0, 3)",0.0
דנש דיבוס,3,0,GK,הונגריה,5,450,0,0,0.0,6.69,0.625,0.625,0.0,0.0,0.0,Dénes Dibusz,0,0,0.152,1.04,1.56,גרמניה,1.04,1.56,3.0,1.05,-0.608,0.749,3.77,"(0, 3)",0.0
רפאל וראן,10,0,D,צרפת,7,586,0,0,0.75,6.8,0.778,0.723,0.0,0.0,0.0,Raphael Varane,0,1,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",2.0
בנז'מין פבאר,9,0,D,צרפת,5,450,1,0,0.6,7.335,0.556,0.556,0.071,0.0,0.045,Benjamin Pavard,0,1,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",2.75
לוקאס הרננדז,9,0,D,צרפת,6,503,0,0,0.6,6.645,0.667,0.621,0.0,0.0,0.0,Lucas Hernández,0,1,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",2.0
פרסנל קמפמבה,9,0,D,צרפת,6,540,0,0,0.65,7.045,0.667,0.667,0.0,0.0,0.0,Presnel Kimpembe,0,1,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",2.0
לוקה דין,7,0,D,צרפת,3,308,0,2,0.0,7.235,0.333,0.38,0.0,0.25,0.091,Lucas Digne,0,0,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",0.0
קורט זומה,7,0,D,צרפת,1,135,0,0,0.5,6.555,0.111,0.167,0.0,0.0,0.0,Kurt Zouma,0,0,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",0.0
לאו דובואה,6,0,D,צרפת,2,178,0,0,0.0,6.775,0.222,0.22,0.0,0.0,0.0,Léo Dubois,0,0,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",0.0
קלמון לנגלה,6,0,D,צרפת,3,270,0,0,0.75,6.91,0.333,0.333,0.0,0.0,0.0,Clément Lenglet,0,0,0.957,2.0,0.72,גרמניה,2.0,0.72,3.0,1.05,0.197,1.749,1.649,"(1, 1)",0.0
ג'ורדי אלבה,9,0,D,ספרד,2,180,0,3,0.5,7.63,0.286,0.281,0.0,0.188,0.086,Jordi Alba,0,1,0.786,2.48,0.6,שבדיה,2.48,0.6,1.84,1.08,0.17,2.001,1.099,"(2, 1)",3.126
מרקוס יורנטה,9,0,D,ספרד,2,205,0,0,0.7,6.65,0.286,0.32,0.0,0.0,0.0,Marcos Llorente,0,0,0.786,2.48,0.6,שבדיה,2.48,0.6,1.84,1.08,0.17,2.001,1.099,"(2, 1)",0.0
פאו טורס,8,0,D,ספרד,6,540,0,0,0.2,6.89,0.857,0.842,0.0,0.0,0.0,Pau Torres,0,1,0.786,2.48,0.6,שבדיה,2.48,0.6,1.84,1.08,0.17,2.001,1.099,"(2, 1)",2.0
אריק גרסיה,7,0,D,ספרד,3,342,0,0,0.35,6.625,0.429,0.534,0.0,0.0,0.0,Eric García,0,0,0.786,2.48,0.6,שבדיה,2.48,0.6,1.84,1.08,0.17,2.001,1.099,"(2, 1)",0.0
חוסה גאיה,6,0,D,ספרד,4,360,1,2,0.35,6.74,0.571,0.562,0.053,0.125,0.086,José Gayà,0,0,0.786,2.48,0.6,שבדיה,2.48,0.6,1.84,1.08,0.17,2.001,1.099,"(2, 1)",0.0
דייגו יורנטה,5,0,D,ספרד,1,46,0,0,0.0,6.04,0.143,0.072,0.0,0.0,0.0,Diego Llorente,0,0,0.786,2.48,0.6,שבדיה,2.48,0.6,1.84,1.08,0.17,2.001,1.099,"(2, 1)",0.0
טובי אלדרווירלד,8,0,D,בלגיה,9,810,0,1,0.75,7.105,1.0,1.0,0.0,0.05,0.021,Toby Alderweireld,0,1,0.918,3.2,0.36,רוסיה,3.2,0.36,2.0,0.96,0.552,3.244,0.868,"(3, 0)",6.487
יאן ורטונגן,8,0,D,בלגיה,7,604,0,0,0.0,7.055,0.778,0.746,0.0,0.0,0.0,Jan Vertonghen,0,1,0.918,3.2,0.36,רוסיה,3.2,0.36,2.0,0.96,0.552,3.244,0.868,"(3, 0)",6.0
תומא מונייה,8,0,D,בלגיה,6,540,0,2,0.4,7.305,0.667,0.667,0.0,0.1,0.042,Thomas Meunier,0,1,0.918,3.2,0.36,רוסיה,3.2,0.36,2.0,0.96,0.552,3.244,0.868,"(3, 0)",6.973
ג'ייסון דנאייר,7,0,D,בלגיה,8,721,1,0,0.1,6.735,0.889,0.89,0.036,0.0,0.021,Jason Denayer,0,1,0.918,3.2,0.36,רוסיה,3.2,0.36,2.0,0.96,0.552,3.244,0.868,"(3, 0)",6.695
תומאס ורמאלן,7,0,D,בלגיה,1,46,0,0,0.0,6.3,0.111,0.057,0.0,0.0,0.0,Thomas Vermaelen,0,0,0.918,3.2,0.36,רוסיה,3.2,0.36,2.0,0.96,0.552,3.244,0.868,"(3, 0)",0.0
דדריק בויאטה,6,0,D,בלגיה,2,226,0,0,0.0,6.275,0.222,0.279,0.0,0.0,0.0,Dedryck Boyata,0,0,0.918,3.2,0.36,רוסיה,3.2,0.36,2.0,0.96,0.552,3.244,0.868,"(3, 0)",0.0
טימותי קסטאן,6,0,D,בלגיה,3,298,0,0,0.75,6.45,0.333,0.368,0.0,0.0,0.0,Timothy Castagne,0,0,0.918,3.2,0.36,רוסיה,3.2,0.36,2.0,0.96,0.552,3.244,0.868,"(3, 0)",0.0
אנטוניו רודיגר,9,0,D,גרמניה,8,720,0,1,0.85,6.83,1.0,0.982,0.0,0.083,0.037,Antonio Rüdiger,0,1,0.76,3.0,1.05,צרפת,3.0,1.05,2.0,0.72,-0.197,1.649,1.749,"(1, 1)",2.412
מתיאס גינטר,8,0,D,גרמניה,8,733,1,2,0.6,6.59,1.0,1.0,0.067,0.167,0.111,Matthias Ginter,0,0,0.76,3.0,1.05,צרפת,3.0,1.05,2.0,0.72,-0.197,1.649,1.749,"(1, 1)",0.0
אמרה צ'אן,7,0,D,גרמניה,4,386,0,0,0.75,6.83,0.5,0.527,0.0,0.0,0.0,Emre Can,0,0,0.76,3.0,1.05,צרפת,3.0,1.05,2.0,0.72,-0.197,1.649,1.749,"(1, 1)",0.0
מרסל הלסטנברג,7,0,D,גרמניה,1,123,0,0,0.0,6.33,0.125,0.168,0.0,0.0,0.0,Marcel Halstenberg,0,0,0.76,3.0,1.05,צרפת,3.0,1.05,2.0,0.72,-0.197,1.649,1.749,"(1, 1)",0.0
רובין גוסנס,7,0,D,גרמניה,4,281,0,1,0.15,6.38,0.5,0.383,0.0,0.083,0.037,Robin Gosens,0,1,0.76,3.0,1.05,צרפת,3.0,1.05,2.0,0.72,-0.197,1.649,1.749,"(1, 1)",2.412
לוקאס קלוסטרמן,6,0,D,גרמניה,4,360,0,0,0.25,6.84,0.5,0.491,0.0,0.0,0.0,Lukas Klostermann,0,0,0.76,3.0,1.05,צרפת,3.0,1.05,2.0,0.72,-0.197,1.649,1.749,"(1, 1)",0.0
רובין קוך,5,0,D,גרמניה,2,181,0,0,0.3,6.02,0.25,0.247,0.0,0.0,0.0,Robin Koch,0,0,0.76,3.0,1.05,צרפת,3.0,1.05,2.0,0.72,-0.197,1.649,1.749,"(1, 1)",0.0
אלסנדרו באסטוני,8,0,D,איטליה,3,269,0,0,0.5,7.185,0.333,0.332,0.0,0.0,0.0,Alessandro Bastoni,0,0,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",0.0
אלסנדרו פלורנצי,8,0,D,איטליה,6,491,0,1,0.55,6.89,0.667,0.606,0.0,0.1,0.043,Alessandro Florenzi,0,1,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",6.612
לאונרדו בונוצ'י,8,0,D,איטליה,6,540,0,0,0.75,7.045,0.667,0.667,0.0,0.0,0.0,Leonardo Bonucci,0,1,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",6.0
אמרסון,7,0,D,איטליה,5,401,0,0,1.75,7.23,0.556,0.495,0.0,0.0,0.0,Emerson,0,0,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",0.0
ג'יורג'יו קייליני,7,0,D,איטליה,3,270,0,0,0.0,7.57,0.333,0.333,0.0,0.0,0.0,Giorgio Chiellini,0,1,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",6.0
לאונרדו ספינצולה,7,0,D,איטליה,3,320,0,0,0.6,7.03,0.333,0.395,0.0,0.0,0.0,Leonardo Spinazzola,0,1,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",6.0
ג'ובאני די לורנצו,6,0,D,איטליה,0,68,0,0,0.5,6.475,0.0,0.084,0.0,0.0,0.0,Giovanni Di Lorenzo,0,0,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",0.0
פרנצ'סקו אצ'רבי,6,0,D,איטליה,5,451,0,0,0.9,6.97,0.556,0.557,0.0,0.0,0.0,Francesco Acerbi,0,0,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",0.0
רפאל טולוי,6,0,D,איטליה,1,90,0,0,0.0,7.12,0.111,0.111,0.0,0.0,0.0,Rafael Tolói,0,0,0.921,2.96,0.48,טורקיה,2.96,0.48,1.44,0.36,0.287,2.041,0.809,"(2, 0)",0.0
בן צ'ילוול,9,0,D,אנגליה,3,218,0,1,0.25,6.795,0.375,0.309,0.0,0.077,0.034,Ben Chilwell,0,0,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",0.0
ג'ון סטונס,8,0,D,אנגליה,3,226,0,1,0.7,6.53,0.375,0.32,0.0,0.077,0.034,John Stones,0,1,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",2.688
הארי מגווייר,8,0,D,אנגליה,5,391,1,0,0.75,6.93,0.625,0.554,0.062,0.0,0.034,Harry Maguire,0,0,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",0.0
קייל ווקר,8,0,D,אנגליה,7,584,0,0,0.55,6.61,0.875,0.827,0.0,0.0,0.0,Kyle Walker,0,1,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",2.0
טיירון מינגס,6,0,D,אנגליה,1,215,0,0,0.0,6.47,0.125,0.305,0.0,0.0,0.0,Tyrone Mings,0,1,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",2.0
לוק שואו,6,0,D,אנגליה,1,90,0,1,0.0,7.91,0.125,0.127,0.0,0.077,0.034,Luke Shaw,0,0,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",0.0
קירן טריפייר,6,0,D,אנגליה,5,470,0,1,0.1,6.795,0.625,0.666,0.0,0.077,0.034,Kieran Trippier,0,0,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",0.0
קונור קודי,5,0,D,אנגליה,3,270,0,0,0.25,6.81,0.375,0.382,0.0,0.0,0.0,Conor Coady,0,0,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",0.0
ריס ג'יימס,5,0,D,אנגליה,2,151,0,1,0.5,6.585,0.25,0.214,0.0,0.077,0.034,Reece James,0,0,0.869,3.7,0.8999999999999999,קרואטיה,3.7,0.8999999999999999,1.7,1.05,0.313,2.982,1.08,"(2, 1)",0.0
ז'ואאו קאנסלו,8,0,D,פורטוגל,7,632,1,2,1.25,7.285,0.778,0.78,0.059,0.143,0.097,João Cancelo,0,1,0.823,2.2,0.8999999999999999,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.671,3.334,0.675,"(3, 0)",8.606
רובן דיאס,8,0,D,פורטוגל,9,810,2,0,0.9,7.05,1.0,1.0,0.118,0.0,0.065,Rúben Dias,0,1,0.823,2.2,0.8999999999999999,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.671,3.334,0.675,"(3, 0)",8.354
רפאל גריירו,8,0,D,פורטוגל,5,449,0,1,1.0,7.23,0.556,0.554,0.0,0.071,0.032,Raphael Guerreiro,0,1,0.823,2.2,0.8999999999999999,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.671,3.334,0.675,"(3, 0)",6.714
פפה,7,0,D,פורטוגל,4,360,0,1,1.0,7.43,0.444,0.444,0.0,0.071,0.032,Pepe,0,1,0.823,2.2,0.8999999999999999,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.671,3.334,0.675,"(3, 0)",6.714
ז'וזה פונטה,7,0,D,פורטוגל,3,270,0,0,1.0,6.455,0.333,0.333,0.0,0.0,0.0,José Fonte,0,0,0.823,2.2,0.8999999999999999,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.671,3.334,0.675,"(3, 0)",0.0
נונו מנדש,7,0,D,פורטוגל,2,198,0,0,0.3,7.28,0.222,0.244,0.0,0.0,0.0,Nuno Mendes,0,0,0.823,2.2,0.8999999999999999,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.671,3.334,0.675,"(3, 0)",0.0
נלסון סמדו,6,0,D,פורטוגל,2,180,0,0,0.5,7.53,0.222,0.222,0.0,0.0,0.0,Nélson Semedo,0,0,0.823,2.2,0.8999999999999999,הונגריה,2.2,0.8999999999999999,1.04,1.56,0.671,3.334,0.675,"(3, 0)",0.0
בורנה בארישיץ',8,0,D,קרואטיה,5,439,0,1,0.15,6.635,0.556,0.542,0.0,0.125,0.05,Borna Barisic,0,1,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",1.405
דומאגוי וידה,7,0,D,קרואטיה,4,393,0,0,0.5,6.325,0.444,0.485,0.0,0.0,0.0,Domagoj Vida,0,1,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",1.0
דיאן לוברן,7,0,D,קרואטיה,7,630,1,0,0.45,6.955,0.778,0.778,0.083,0.0,0.05,Dejan Lovren,0,0,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",0.0
שימה ורסאליקו,7,0,D,קרואטיה,2,136,0,0,0.5,6.49,0.222,0.168,0.0,0.0,0.0,Sime Vrsaljko,0,1,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",1.0
דוייה צ'אלטה-צאר,6,0,D,קרואטיה,5,450,0,0,0.0,6.73,0.556,0.556,0.0,0.0,0.0,Duje Caleta-Car,0,1,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",1.0
דומאגוי בראדריץ',5,0,D,קרואטיה,1,118,0,0,0.0,6.29,0.111,0.146,0.0,0.0,0.0,Domagoj Bradaric,0,0,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",0.0
יוסיפ יוראנוביץ',4,0,D,קרואטיה,2,274,0,0,0.25,6.755,0.222,0.338,0.0,0.0,0.0,Josip Juranovic,0,0,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",0.0
מילה שקוריץ',3,0,D,קרואטיה,1,90,0,0,0.0,6.34,0.111,0.111,0.0,0.0,0.0,Mile Skoric,0,0,0.556,1.7,1.05,אנגליה,1.7,1.05,3.7,0.8999999999999999,-0.313,1.08,2.982,"(1, 2)",0.0
ברטוש ברשינסקי,7,0,D,פולין,6,528,0,1,0.15,6.65,0.75,0.702,0.0,0.077,0.038,Bartosz Bereszynski,0,1,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",6.415
יאן בדנארק,7,0,D,פולין,7,630,0,0,0.0,6.335,0.875,0.838,0.0,0.0,0.0,Jan Bednarek,0,1,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",6.0
קמיל גליק,7,0,D,פולין,8,752,1,0,0.65,6.805,1.0,1.0,0.077,0.0,0.038,Kamil Glik,0,1,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",6.831
מאצ'יי ריבוס,6,0,D,פולין,3,256,0,2,0.25,6.96,0.375,0.34,0.0,0.154,0.077,Maciej Rybus,0,1,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",6.831
מיכל הליק,6,0,D,פולין,2,112,0,0,0.0,5.73,0.25,0.149,0.0,0.0,0.0,Michal Helik,0,1,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",6.0
תומאש קדזיורה,6,0,D,פולין,5,432,0,0,0.0,6.79,0.625,0.574,0.0,0.0,0.0,Tomasz Kedziora,0,0,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",0.0
פאבל דוידוביץ',5,0,D,פולין,0,31,0,0,0.0,6.42,0.0,0.041,0.0,0.0,0.0,Pawel Dawidowicz,0,0,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",0.0
קמיל פיאטקובסקי,5,0,D,פולין,1,90,0,0,0.0,7.06,0.125,0.12,0.0,0.0,0.0,Kamil Piatkowski,0,0,0.436,1.44,0.6,סלובקיה,1.44,0.6,1.2,1.44,0.308,1.8,0.75,"(1, 0)",0.0
מנואל אקנג'י,7,0,D,שווייץ,5,450,0,0,0.4,6.71,0.714,0.714,0.0,0.0,0.0,Manuel Akanji,0,1,0.635,1.9,0.8999999999999999,וויילס,1.9,0.8999999999999999,1.0,0.8999999999999999,0.197,1.606,0.842,"(1, 0)",6.0
ניקו אלבדי,7,0,D,שווייץ,7,619,0,0,0.6,6.89,1.0,0.983,0.0,0.0,0.0,Nico Elvedi,0,1,0.635,1.9,0.8999999999999999,וויילס,1.9,0.8999999999999999,1.0,0.8999999999999999,0.197,1.606,0.842,"(1, 0)",6.0
פביאן שר,7,0,D,שווייץ,2,180,0,0,0.0,5.23,0.286,0.286,0.0,0.0,0.0,Fabian Schär,0,1,0.635,1.9,0.8999999999999999,וויילס,1.9,0.8999999999999999,1.0,0.8999999999999999,0.197,1.606,0.842,"(1, 0)",6.0
ריקרדו רודריגס,7,0,D,שווייץ,7,604,0,1,0.7,7.125,1.0,0.959,0.0,0.125,0.056,Ricardo Rodríguez,1,1,0.635,1.9,0.8999999999999999,וויילס,1.9,0.8999999999999999,1.0,0.8999999999999999,0.197,1.606,0.842,"(1, 0)",8.402
סילבן ווידמר,6,0,D,שווייץ,4,331,1,0,1.15,6.835,0.571,0.525,0.1,0.0,0.056,Silvan Widmer,0,0,0.635,1.9,0.8999999999999999,וויילס,1.9,0.8999999999999999,1.0,0.8999999999999999,0.197,1.606,0.842,"(1, 0)",0.0
